radio,mcc,net,area,cell,unit,lon,lat,range_,samples,changeable,created,updated,averagesig,county,subcounty,ward
GSM,639,2,5146,754,0,34.73053,0.127029,1000,2,1,1483414170,1488861626,0,Vihiga,Sabatia Sub County,West Sabatia Ward
GSM,639,2,5146,750,0,34.73568,0.136642,1895,4,1,1483414170,1490247170,0,Vihiga,Sabatia Sub County,West Sabatia Ward
GSM,639,2,5067,1940,0,34.62684631,0.035018921,1000,1,1,1483414169,1483391100,0,Vihiga,Luanda Sub County,Emabungo Ward
GSM,639,2,5146,751,0,34.731903,0.117416,1000,2,1,1483414170,1488861626,0,Vihiga,Sabatia Sub County,West Sabatia Ward
GSM,639,2,5146,752,0,34.73053,0.115356,1000,2,1,1483414170,1488861626,0,Vihiga,Sabatia Sub County,Chavakali Ward
GSM,639,2,5146,756,0,34.73053,0.11673,1000,2,1,1483414170,1488861626,0,Vihiga,Sabatia Sub County,West Sabatia Ward
UMTS,639,2,5554,137816334,0,34.58702087,0.024032593,1000,1,1,1484485647,1484463580,0,Vihiga,Luanda Sub County,Luanda Township Ward
UMTS,639,2,5560,137778842,0,34.84794617,0.12840271,1000,2,1,1484887380,1484966636,0,Vihiga,Hamisi Sub County,Muhudu Ward
UMTS,639,2,5560,137778846,0,34.84931946,0.127029419,1000,1,1,1484887380,1484815541,0,Vihiga,Hamisi Sub County,Shiru Ward
UMTS,639,2,5560,137797593,0,34.849148,0.128145,1000,16,1,1484887380,1490247134,0,Vihiga,Hamisi Sub County,Muhudu Ward
UMTS,639,7,2002,19736550,0,34.59526062,0.018539429,1000,1,1,1485409618,1485385362,0,Vihiga,Luanda Sub County,Luanda Township Ward
UMTS,639,7,2002,19736547,0,34.59526062,0.018539429,1000,1,1,1485409618,1485385233,0,Vihiga,Luanda Sub County,Luanda Township Ward
GSM,639,2,5067,2905,0,34.57191467,0.080337524,1000,1,1,1485409635,1485385930,0,Vihiga,Emuhaya Sub County,West Bunyore Ward
GSM,639,2,5067,2900,0,34.568481,0.084457,1000,2,1,1485409635,1488116251,0,Vihiga,Emuhaya Sub County,West Bunyore Ward
GSM,639,2,5142,661,0,34.57328796,0.077590942,1000,1,1,1486823566,1486768551,0,Vihiga,Emuhaya Sub County,West Bunyore Ward
GSM,639,2,5142,665,0,34.57328796,0.077590942,1000,1,1,1486823566,1486768838,0,Vihiga,Emuhaya Sub County,West Bunyore Ward
GSM,639,2,5142,2521,0,34.56642151,0.085830688,1000,1,1,1488171174,1488116251,0,Vihiga,Emuhaya Sub County,West Bunyore Ward
GSM,639,2,5142,2525,0,34.56642151,0.085830688,1000,1,1,1488171174,1488116251,0,Vihiga,Emuhaya Sub County,West Bunyore Ward
GSM,639,2,5142,666,0,34.56642151,0.085830688,1000,1,1,1488171174,1488116251,0,Vihiga,Emuhaya Sub County,West Bunyore Ward
GSM,639,2,5142,662,0,34.56642151,0.085830688,1000,1,1,1488171174,1488116251,0,Vihiga,Emuhaya Sub County,West Bunyore Ward
GSM,639,2,5068,1034,0,34.846573,0.071182,1528,3,1,1488776887,1490396213,0,Vihiga,Hamisi Sub County,Banja Ward
GSM,639,2,5068,1020,0,34.852753,0.081711,1000,2,1,1488776887,1489789489,0,Vihiga,Hamisi Sub County,Shamakhokho Ward
GSM,639,2,5068,1031,0,34.850693,0.076675,1000,3,1,1488776887,1490396213,0,Vihiga,Hamisi Sub County,Banja Ward
GSM,639,2,5068,1024,0,34.853439,0.082397,1000,2,1,1488776887,1489789489,0,Vihiga,Hamisi Sub County,Shamakhokho Ward
GSM,639,2,5068,1022,0,34.844742,0.06752,1983,3,1,1488776887,1490396213,0,Vihiga,Hamisi Sub County,Banja Ward
UMTS,639,2,5560,137803967,0,34.85069275,0.12840271,1000,1,1,1488838443,1488788551,0,Vihiga,Hamisi Sub County,Muhudu Ward
UMTS,639,2,5562,137815887,0,34.85069275,0.12840271,1000,1,1,1488838443,1488788551,0,Vihiga,Hamisi Sub County,Muhudu Ward
UMTS,639,7,2002,19737589,0,34.71748352,0.07484436,1000,1,1,1488894720,1488861620,0,Vihiga,Vihiga Sub County,Lugaga-wamuluma Ward
UMTS,639,7,2002,19737587,0,34.7202301,0.092697144,1000,1,1,1488894720,1488861620,0,Vihiga,Sabatia Sub County,Lyaduywa/izava Ward
GSM,639,2,5068,4846,0,34.74494934,-0.014419556,1000,1,1,1488895178,1488861626,0,Vihiga,Hamisi Sub County,Tambua Ward
GSM,639,2,5146,755,0,34.73258972,0.117416382,1000,1,1,1488895189,1488861626,0,Vihiga,Sabatia Sub County,West Sabatia Ward
GSM,639,7,14207,1252,0,34.72297668,0.051498413,1000,1,1,1488895192,1488861626,0,Vihiga,Vihiga Sub County,Central Maragoli Ward
GSM,639,7,14207,1271,0,34.72434998,0.048751831,1000,1,1,1488895193,1488861626,0,Vihiga,Vihiga Sub County,Central Maragoli Ward
GSM,639,2,5146,2182,0,34.73808289,0.124282837,1000,1,1,1488895190,1488861626,0,Vihiga,Sabatia Sub County,West Sabatia Ward
GSM,639,7,14207,1243,0,34.73396301,0.118789673,1000,1,1,1488895192,1488861626,0,Vihiga,Sabatia Sub County,West Sabatia Ward
UMTS,639,2,5554,137799593,0,34.58976746,0.022659302,1000,1,1,1489140821,1489118384,0,Vihiga,Luanda Sub County,Luanda Township Ward
UMTS,639,2,5560,137778592,0,34.72846985,0.048751831,1000,1,1,1489345322,1489320447,0,Vihiga,Vihiga Sub County,Central Maragoli Ward
UMTS,639,2,5560,137802194,0,34.75456238,0.06111145,1000,1,1,1489345322,1489320447,0,Vihiga,Hamisi Sub County,Gisambai Ward
UMTS,639,2,5560,137797583,0,34.76829529,0.081710815,1000,1,1,1489345322,1489320447,0,Vihiga,Sabatia Sub County,North Maragoli Ward
UMTS,639,2,5560,137797582,0,34.801254,0.076218,1000,2,1,1489345322,1489789489,0,Vihiga,Hamisi Sub County,Gisambai Ward
UMTS,639,2,5560,137777427,0,34.766235,0.098877,1910,2,1,1489345322,1490247140,0,Vihiga,Sabatia Sub County,North Maragoli Ward
GSM,639,2,5068,2171,0,34.802628,0.144196,7097,2,1,1489688437,1489789489,0,Vihiga,Sabatia Sub County,Busali Ward
UMTS,639,2,5560,137797702,0,34.84108,0.059052,1000,2,1,1489810000,1490396213,0,Vihiga,Hamisi Sub County,Banja Ward
UMTS,639,2,5560,137797703,0,34.842453,0.060425,1000,2,1,1489810000,1490396213,0,Vihiga,Hamisi Sub County,Banja Ward
UMTS,639,2,5560,137797704,0,34.83970642,0.055618286,1000,1,1,1489810000,1489789489,0,Vihiga,Hamisi Sub County,Banja Ward
UMTS,639,2,5560,137778843,0,34.84382629,0.095443726,1000,1,1,1489810000,1489789489,0,Vihiga,Hamisi Sub County,Shamakhokho Ward
UMTS,639,2,5560,137797706,0,34.85343933,0.078964233,1000,1,1,1489810000,1489789489,0,Vihiga,Hamisi Sub County,Shamakhokho Ward
GSM,639,2,5068,2170,0,34.84382629,0.095443726,1000,1,1,1489810017,1489789489,0,Vihiga,Hamisi Sub County,Shamakhokho Ward
GSM,639,2,5068,1036,0,34.803314,0.024719,1085,2,1,1489810017,1490396213,0,Vihiga,Hamisi Sub County,Tambua Ward
GSM,639,2,5146,2181,0,34.84382629,0.095443726,1000,1,1,1489810017,1489789489,0,Vihiga,Hamisi Sub County,Shamakhokho Ward
GSM,639,2,5146,2185,0,34.84382629,0.095443726,1000,1,1,1489810017,1489789489,0,Vihiga,Hamisi Sub County,Shamakhokho Ward
GSM,639,2,5068,1026,0,34.84519958,0.077590942,1000,1,1,1489810017,1489789489,0,Vihiga,Hamisi Sub County,Banja Ward
UMTS,639,2,5560,137797597,0,34.847946,0.125656,1000,3,1,1489843717,1490247134,0,Vihiga,Hamisi Sub County,Shiru Ward
UMTS,639,2,45589,137777044,0,34.585648,0.026093,1000,2,1,1490065095,1491883867,0,Vihiga,Luanda Sub County,Luanda Township Ward
LTE,639,2,12023,5139205,0,34.74769592,0.121536255,1000,1,1,1490273433,1490247129,0,Vihiga,Sabatia Sub County,Chavakali Ward
LTE,639,2,12023,5139204,0,34.74082947,0.131149292,1000,1,1,1490273433,1490247129,0,Vihiga,Sabatia Sub County,West Sabatia Ward
UMTS,639,2,5560,137797592,0,34.86579895,0.131149292,1000,1,1,1490273611,1490247134,0,Vihiga,Hamisi Sub County,Shiru Ward
UMTS,639,2,5560,137798794,0,34.89463806,0.151748657,1000,1,1,1490273611,1490247134,0,Vihiga,Hamisi Sub County,Shiru Ward
UMTS,639,2,5560,137803494,0,34.7504425,0.122909546,1000,1,1,1490273611,1490247140,0,Vihiga,Sabatia Sub County,West Sabatia Ward
UMTS,639,2,5560,137778858,0,34.78065491,0.118789673,1000,1,1,1490273611,1490247134,0,Vihiga,Sabatia Sub County,Wodanga Ward
UMTS,639,2,5560,137798798,0,34.90287781,0.153121948,1000,1,1,1490273611,1490247134,0,Vihiga,Hamisi Sub County,Shiru Ward
UMTS,639,2,5560,137797423,0,34.74906921,0.122909546,1000,1,1,1490273611,1490247140,0,Vihiga,Sabatia Sub County,West Sabatia Ward
UMTS,639,2,5560,137778856,0,34.78752136,0.120162964,1000,1,1,1490273611,1490247134,0,Vihiga,Sabatia Sub County,Wodanga Ward
UMTS,639,2,5560,137777423,0,34.74769592,0.121536255,1000,1,1,1490273610,1490247140,0,Vihiga,Sabatia Sub County,Chavakali Ward
UMTS,639,2,5560,137778848,0,34.81773376,0.113296509,1000,1,1,1490273611,1490247134,0,Vihiga,Sabatia Sub County,Wodanga Ward
UMTS,639,2,5560,137778857,0,34.79438782,0.121536255,1000,1,1,1490273611,1490247134,0,Vihiga,Sabatia Sub County,Wodanga Ward
UMTS,639,2,5560,137778847,0,34.83009338,0.110549927,1000,1,1,1490273611,1490247134,0,Vihiga,Hamisi Sub County,Shamakhokho Ward
UMTS,639,2,5560,137797596,0,34.86167908,0.12840271,1000,1,1,1490273611,1490247134,0,Vihiga,Hamisi Sub County,Shiru Ward
UMTS,639,2,5560,137777456,0,34.90287781,0.157241821,1000,1,1,1490273611,1490247134,0,Vihiga,Hamisi Sub County,Shiru Ward
GSM,639,2,5068,3560,0,34.87266541,0.131149292,1000,1,1,1490273736,1490247170,0,Vihiga,Hamisi Sub County,Shiru Ward
GSM,639,2,5106,2436,0,34.87266541,0.132522583,1000,1,1,1490273736,1490247135,0,Vihiga,Hamisi Sub County,Shiru Ward
GSM,639,2,5068,3564,0,34.87266541,0.132522583,1000,1,1,1490273736,1490247170,0,Vihiga,Hamisi Sub County,Shiru Ward
GSM,639,2,5106,2126,0,34.86991882,0.129776001,1000,1,1,1490273736,1490247170,0,Vihiga,Hamisi Sub County,Shiru Ward
GSM,639,2,5146,2191,0,34.87266541,0.131149292,1000,1,1,1490273737,1490247170,0,Vihiga,Hamisi Sub County,Shiru Ward
UMTS,639,2,45589,137799572,0,34.56642151,0.085830688,1000,1,1,1491905565,1491883867,0,Vihiga,Emuhaya Sub County,West Bunyore Ward
UMTS,639,2,45589,137797176,0,34.56230164,-0.030899048,1000,1,1,1491905565,1491883867,0,Vihiga,Luanda Sub County,Luanda South Ward
UMTS,639,2,45589,137799193,0,34.55680847,0.085830688,1000,1,1,1491905565,1491883867,0,Vihiga,Emuhaya Sub County,West Bunyore Ward
UMTS,639,2,45589,137801214,0,34.58427429,-0.014419556,1000,1,1,1491905565,1491883867,0,Vihiga,Luanda Sub County,Luanda South Ward
GSM,639,2,5652,666,0,34.56642151,0.085830688,1000,1,1,1491905683,1491883867,0,Vihiga,Emuhaya Sub County,West Bunyore Ward
GSM,639,2,51987,2901,0,34.56642151,0.085830688,1000,1,1,1491905683,1491883867,0,Vihiga,Emuhaya Sub County,West Bunyore Ward
GSM,639,2,51987,2900,0,34.56642151,0.085830688,1000,1,1,1491905683,1491883867,0,Vihiga,Emuhaya Sub County,West Bunyore Ward
GSM,639,2,51987,2904,0,34.56642151,0.085830688,1000,1,1,1491905683,1491883867,0,Vihiga,Emuhaya Sub County,West Bunyore Ward
UMTS,639,2,5554,137779592,0,34.6131134,-0.000686646,1000,2,1,1492131919,1492412233,0,Vihiga,Luanda Sub County,Emabungo Ward
UMTS,639,2,45589,137798767,0,34.6131134,0.043258667,1000,1,1,1492134149,1492003323,0,Vihiga,Luanda Sub County,Wemilabi Ward
UMTS,639,2,5560,137797587,0,34.625999,0.024688,1000,1,1,1492540200,1492540200,0,Vihiga,Luanda Sub County,Emabungo Ward
UMTS,639,2,5560,137802198,0,34.626339,0.025624,1000,1,1,1492540200,1492540200,0,Vihiga,Luanda Sub County,Emabungo Ward
UMTS,639,3,304,369254,0,34.732672,0.014155,2640,4,1,1494245943,1494245967,0,Vihiga,Hamisi Sub County,Jepkoyai Ward
UMTS,639,3,304,392171,0,34.584673,0.027589,1000,10,1,1518943467,1518943783,0,Vihiga,Luanda Sub County,Luanda Township Ward
UMTS,639,2,5572,137842422,0,34.742089,-0.022183,1000,2,1,1525932935,1525932994,0,Vihiga,Hamisi Sub County,Tambua Ward
UMTS,639,3,401,719863,0,34.70641,0.033832,1000,10,1,1546083041,1546090653,0,Vihiga,Vihiga Sub County,Central Maragoli Ward
